Entidad,Codificacion,TipoValor,EntSec,Monto,FechaEmision,FechaVenc,Nodo,Estado,Transmision,TipoOperacion
,899,COMP. LIQ. FACTURAS DE ,,"$ 10.350,00",07/01/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,11935-00000398,FACTURA DE SERVICIOS,,"$ 18.496,71",23/01/2025,22/02/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,908,COMP. LIQ. FACTURAS DE ,,"$ 18.496,71",23/01/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,1013,COMP. LIQ. FACTURAS DE ,,"$ 71.689,96",06/02/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,11937-00000336,FACTURA DE SERVICIOS,,"$ 71.689,96",06/02/2025,08/03/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1022,COMP. LIQ. FACTURAS DE ,,"$ 7.004,55",18/02/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,11943-00000570,FACTURA DE SERVICIOS,,"$ 7.004,55",18/02/2025,20/03/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1031,COMP. LIQ. FACTURAS DE ,,"$ 4.818,50",20/02/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,11933-00000064,FACTURA DE SERVICIOS,,"$ 4.818,50",20/02/2025,22/03/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,15038-00002272,FACTURA DE SERVICIOS,,"$ 93.120,20",26/02/2025,28/03/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1053,COMP. LIQ. FACTURAS DE ,,"$ 93.120,20",13/03/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,11003-00002953,FACTURA DE SERVICIOS,,"$ 18.630,00",18/03/2025,17/04/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,11005-00000953,FACTURA DE SERVICIOS,,"$ 66.306,60",08/04/2025,08/05/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,11005-00000954,FACTURA DE SERVICIOS,,"$ 65.612,42",08/04/2025,08/05/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,SERV-04-PAGAR COMP. LIQ. 
,1157,COMP. LIQ. FACTURAS DE ,,"$ 66.306,60",08/04/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,15038-00002526,FACTURA DE SERVICIOS,,"$ 93.172,14",09/04/2025,09/05/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,SERV-04-PAGAR COMP. LIQ. 
,1152,COMP. LIQ. FACTURAS DE ,,"$ 18.630,00",10/04/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,11941-00000835,FACTURA DE SERVICIOS,,"$ 39.647,81",16/05/2025,15/06/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,11937-00000440,FACTURA DE SERVICIOS,,"$ 22.581,82",24/05/2025,24/05/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1206,COMP. LIQ. FACTURAS DE ,,"$ 22.581,82",24/05/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,1259,COMP. LIQ. FACTURAS DE ,,"$ 158.784,56",27/06/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,1260,COMP. LIQ. FACTURAS DE ,,"$ 39.647,81",27/06/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,13657-00002779,FACTURA DE SERVICIOS,,"$ 50.923,04",11/07/2025,10/08/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1396,COMP. LIQ. FACTURAS DE ,,"$ 50.923,04",11/07/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,11941-00000870,FACTURA DE SERVICIOS,,"$ 88.382,72",14/07/2025,14/07/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1401,COMP. LIQ. FACTURAS DE ,,"$ 88.382,72",15/07/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,12722-00038107,FACTURA DE SERVICIOS,,"$ 269.999,10",30/08/2025,29/09/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,12732-00001434,FACTURA DE SERVICIOS,,"$ 40.741,37",30/08/2025,30/09/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,FTW-02-DESHACER 
,,,,,,,,,,FTW-01-EDITAR VALORES
,1530,COMP. LIQ. FACTURAS DE ,,"$ 310.740,47",30/08/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,11935-00000564,FACTURA DE SERVICIOS,,"$ 3.450,00",16/09/2025,16/10/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1631,COMP. LIQ. FACTURAS DE ,,"$ 3.450,00",23/09/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
CHOMSKI CINTHIA JUDIT,00004-00000625,FACTURA DE SERVICIOS,,"$ 14.116,00",08/03/2025,07/04/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,SERV-04-PAGAR COMP. LIQ. 
,1291,COMP. LIQ. FACTURAS DE ,,"$ 14.116,00",30/06/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
COFARMEN (COOP),0018-00902120,FACTURA DE SERVICIOS,,"$ 6.243,01",05/08/2025,05/08/2025,FCIA BIOSALUD,IGNORADO,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,FTW-02-DESHACER 
,,,,,,,,,,FTW-01-EDITAR VALORES
,0018-01213670,FACTURA DE SERVICIOS,,"$ 52.154,30",26/11/2025,26/12/2025,BIOSALUD CHACRAS ,AGRUPADO,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,FTW-02-DESHACER 
,,,,,,,,,,FTW-01-EDITAR VALORES
COLOMBRARO MENDOZA,0007-00005541,FACTURA DE SERVICIOS,,"$ 206.761,00",18/01/2025,17/02/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,924,COMP. LIQ. FACTURAS DE ,,"$ 206.761,00",18/01/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,0007-00005622,FACTURA DE SERVICIOS,,"$ 94.728,37",31/01/2025,02/03/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,965,COMP. LIQ. FACTURAS DE ,,"$ 94.728,37",31/01/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,0007-00005749,FACTURA DE SERVICIOS,,"$ 193.226,00",22/02/2025,24/03/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1033,COMP. LIQ. FACTURAS DE ,,"$ 193.226,00",22/02/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
COMBUSTIBLE MOTO,85171,CREDITO DE GASTOS VARIOS,,"-$ 3.707,04",18/03/2025,17/04/2025,BIOSALUD CHACRAS ,IGNORADO,,GV-07-INGRESAR CREDITO DE 
,57960,CREDITO DE GASTOS VARIOS,,"-$ 3.999,94",21/03/2025,20/04/2025,BIOSALUD CHACRAS ,IGNORADO,,GV-07-INGRESAR CREDITO DE 
COMPAÑÍA GARANA  S.A.,00003-00002304,FACTURA DE SERVICIOS,,"$ 49.500,00",28/04/2025,28/05/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1189,COMP. LIQ. FACTURAS DE ,,"$ 49.500,00",28/04/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
CONDOMINIO PASEO STARE,00003-00002806,FACTURA DE SERVICIOS,,"$ 549.340,00",02/01/2025,01/02/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,884,COMP. LIQ. FACTURAS DE ,,"$ 549.340,00",06/01/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,00003-00002839,FACTURA DE SERVICIOS,,"$ 549.340,00",02/02/2025,04/03/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1010,COMP. LIQ. FACTURAS DE ,,"$ 549.340,00",07/02/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,00003-00002892,FACTURA DE SERVICIOS,,"$ 694.540,00",17/03/2025,16/04/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1093,COMP. LIQ. FACTURAS DE ,,"$ 694.540,00",26/03/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,00003-00002905,FACTURA DE SERVICIOS,,"$ 694.540,00",01/04/2025,01/05/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1153,COMP. LIQ. FACTURAS DE ,,"$ 694.540,00",11/04/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,00003-00002938,FACTURA DE SERVICIOS,,"$ 694.540,00",01/05/2025,31/05/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1187,COMP. LIQ. FACTURAS DE ,,"$ 694.540,00",13/05/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,00003-00002971,FACTURA DE SERVICIOS,,"$ 694.540,00",01/06/2025,01/07/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1226,COMP. LIQ. FACTURAS DE ,,"$ 694.540,00",10/06/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,00003-00003003,FACTURA DE SERVICIOS,,"$ 694.540,00",01/07/2025,31/07/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1386,COMP. LIQ. FACTURAS DE ,,"$ 694.540,00",08/07/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,00003-00003033,FACTURA DE SERVICIOS,,"$ 694.540,00",01/08/2025,31/08/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1445,COMP. LIQ. FACTURAS DE ,,"$ 694.540,00",11/08/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,00003-00003094,FACTURA DE SERVICIOS,,"$ 694.540,00",06/09/2025,06/10/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1521,COMP. LIQ. FACTURAS DE ,,"$ 694.540,00",08/09/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,0003-00003099,FACTURA DE SERVICIOS,,"$ 826.500,00",01/10/2025,01/11/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1644,COMP. LIQ. FACTURAS DE ,,"$ 826.500,00",13/10/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,00003-00003130,FACTURA DE SERVICIOS,,"$ 826.500,00",01/11/2025,01/12/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1728,COMP. LIQ. FACTURAS DE ,,"$ 826.500,00",10/11/2025,,SOC BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,00003-00003160,FACTURA DE SERVICIOS,,"$ 826.500,00",01/12/2025,31/12/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1782,COMP. LIQ. FACTURAS DE ,,"$ 826.500,00",10/12/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
COOPERATIVA DE TRABAJO AKON AHUAC ,959,COMP. LIQ. FACTURAS DE ,,"$ 44.709,50",31/01/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
COOPERATIVA ELECTRICA DE GODOY CRUZ ,0035-08500118,FACTURA DE SERVICIOS,,"$ 399.900,00",16/01/2025,24/01/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,955,COMP. LIQ. FACTURAS DE ,,"$ 399.900,00",23/01/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,0035-08565326,FACTURA DE SERVICIOS,,"$ 492.100,00",17/02/2025,25/02/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1103,COMP. LIQ. FACTURAS DE ,,"$ 492.100,00",26/02/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,0035-08630042,FACTURA DE SERVICIOS,,"$ 405.800,00",18/03/2025,26/03/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1110,COMP. LIQ. FACTURAS DE ,,"$ 405.800,00",25/03/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,0035-08696292,FACTURA DE SERVICIOS,,"$ 319.800,00",16/04/2025,25/04/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1192,COMP. LIQ. FACTURAS DE ,,"$ 319.800,00",21/04/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,1228,COMP. LIQ. FACTURAS DE ,,"$ 274.700,00",20/05/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,0035-08760217,FACTURA DE SERVICIOS,,"$ 274.700,00",26/05/2025,25/06/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,0035-08826629,FACTURA DE SERVICIOS,,"$ 346.300,00",20/06/2025,30/06/2025,FCIA BIOSALUD,PAGADO,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,SERV-04-PAGAR COMP. LIQ. 
,0035-08897411,FACTURA DE SERVICIOS,,"$ 384.400,00",17/07/2025,28/07/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1480,COMP. LIQ. FACTURAS DE ,,"$ 384.400,00",23/07/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,1421,COMP. LIQ. FACTURAS DE ,,"$ 346.300,00",31/07/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,0035-08962925,FACTURA DE SERVICIOS,,"$ 409.500,00",14/08/2025,25/08/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1579,COMP. LIQ. FACTURAS DE ,,"$ 409.500,00",18/08/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,0035-09027862,FACTURA DE SERVICIOS,,"$ 284.500,00",15/09/2025,22/09/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1585,COMP. LIQ. FACTURAS DE ,,"$ 284.500,00",17/09/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
CORDOVA ADRIANA VALERIA,00002-00000026,FACTURA DE SERVICIOS,,"$ 215.000,00",20/10/2025,20/11/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1667,COMP. LIQ. FACTURAS DE ,,"$ 215.000,00",22/10/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
CORRALON LUJAN S.A,982,COMP. LIQ. FACTURAS DE ,,"$ 140.891,83",31/01/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
CORREA TUGORES S.R.L.,991,COMP. LIQ. FACTURAS DE ,,"$ 25.361.905,46",31/01/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
CUYONET S.A.,00003-00003019,FACTURA DE SERVICIOS,,"$ 49.799,99",13/11/2025,13/11/2025,FCIA BIOSALUD,INGRESADO,,SERV-01-INGRESAR FACTURA 
DC TECNOLOGY S.A.S.,00001-00000009,FACTURA DE SERVICIOS,,"$ 18.799,77",10/11/2025,10/12/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1733,COMP. LIQ. FACTURAS DE ,,"$ 18.799,77",11/11/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
DE PABLO CARINA ARACELI,937,COMP. LIQ. FACTURAS DE ,,"$ 29.000,00",24/01/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
DESACOM S.A,00016-00002017,FACTURA DE SERVICIOS,,"$ 27.000,00",19/02/2025,21/03/2025,GRUPO BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1055,COMP. LIQ. FACTURAS DE ,,"$ 27.000,00",19/02/2025,,SOC BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
DHL EXPRESS S.A,0280-00635627,FACTURA DE SERVICIOS,,"$ 91.484,97",17/03/2025,16/04/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1351,COMP. LIQ. FACTURAS DE ,,"$ 91.484,97",17/03/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
DIGITAL STORE TEC SRL,0003-00055845,FACTURA DE SERVICIOS,,"$ 107.980,20",06/03/2025,05/04/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1293,COMP. LIQ. FACTURAS DE ,,"$ 107.980,20",06/03/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
DISEÑO EN ILUMINACIÓN S.R.L.,992,COMP. LIQ. FACTURAS DE ,,"$ 415.635,00",31/01/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
EL MAYORISTA ,00003-00003674,FACTURA DE SERVICIOS,,"$ 37.200,28",05/04/2025,05/05/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1127,COMP. LIQ. FACTURAS DE ,,"$ 37.200,28",05/04/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,00003-00004043,FACTURA DE SERVICIOS,,"$ 60.698,61",05/06/2025,05/07/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1590,COMP. LIQ. FACTURAS DE ,,"$ 60.698,61",05/06/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
ELECTRICIDAD MAZA SRL,0017-00002948,FACTURA DE SERVICIOS,,"$ 69.802,94",20/01/2025,19/02/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,932,COMP. LIQ. FACTURAS DE ,,"$ 177.940,92",20/01/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,0017-00083005,FACTURA DE SERVICIOS,,"$ 108.137,98",22/01/2025,21/02/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
EMPRESA DISTRIBUIDORA DE ELECTRICIDAD ,0003-01998167,FACTURA DE SERVICIOS,,"$ 1.229.377,00",29/04/2025,12/06/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1408,COMP. LIQ. FACTURAS DE ,,"$ 1.229.377,00",19/05/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,0003-02037165,FACTURA DE SERVICIOS,,"$ 1.774.662,00",30/06/2025,30/07/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1347,COMP. LIQ. FACTURAS DE ,,"$ 634.041,00",03/07/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,1348,COMP. LIQ. FACTURAS DE ,,"$ 720.222,00",03/07/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,1349,COMP. LIQ. FACTURAS DE ,,"$ 1.229.377,00",03/07/2025,,BIOSALUD CHACRAS ,IGNORADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,FTW-02-DESHACER 
,1429,COMP. LIQ. FACTURAS DE ,,"$ 1.774.662,00",31/07/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
ESTACION DE SERVICIO LA PUNTILLA S.R.L.,00014-00081485,FACTURA DE SERVICIOS,,"$ 3.000,01",03/01/2025,02/02/2025,FCIA BIOSALUD,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,901,COMP. LIQ. FACTURAS DE ,,"$ 3.000,01",09/01/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,00013-00064448,FACTURA DE SERVICIOS,,"$ 4.503,01",04/08/2025,03/09/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,00017-00095178,FACTURA DE SERVICIOS,,"$ 3.619,98",06/08/2025,05/09/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,00014-00095486,FACTURA DE SERVICIOS,,"$ 4.502,05",11/08/2025,10/09/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,00014-00095747,FACTURA DE SERVICIOS,,"$ 3.603,97",14/08/2025,13/09/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-04-PAGAR COMP. LIQ. 
,,,,,,,,,,SERV-01-INGRESAR FACTURA 
,1492,COMP. LIQ. FACTURAS DE ,,"$ 16.229,01",18/08/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
EUROATLANTICA S.A,0003-00012965,NOTA DE DEBITO DE SERVICIOS,,"$ 628.548,91",03/01/2025,02/02/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-06-INGRESAR NOTA DE 
,,,,,,,,,,SERV-04-PAGAR COMP. LIQ. 
,0003-00046113,FACTURA DE SERVICIOS,,"$ 4.502.431,46",07/01/2025,06/02/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,SERV-04-PAGAR COMP. LIQ. 
,986,COMP. LIQ. FACTURAS DE ,,"$ 7.459.687,95",31/01/2025,,FCIA BIOSALUD,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
,1124,COMP. LIQ. FACTURAS DE ,,"$ 5.130.980,37",04/04/2025,,BIOSALUD CHACRAS ,INGRESADO,,SERV-04-PAGAR COMP. LIQ. 
FEBRER HERMANOS SRL,0003-00006620,FACTURA DE SERVICIOS,,"$ 17.680,00",06/01/2025,05/02/2025,GRUPO BIOSALUD,INGRESADO,,SERV-01-INGRESAR FACTURA 
,0003-00006620,FACTURA DE SERVICIOS,,"$ 17.680,00",06/01/2025,05/02/2025,BIOSALUD CHACRAS ,PAGADO,,SERV-01-INGRESAR FACTURA 
,,,,,,,,,,FTW-02-DESHACER 
,,,,,,,,,,FTW-01-EDITAR VALORES
,,,,,,,,,,FTW-02-DESHACER 
,,,,,,,,,,FTW-01-EDITAR VALORES
,,,,,,,,,,SERV-04-PAGAR COMP. LIQ. 
